date,lga_name,average_length_of_stay,average_booking_window
2024-05-01,Gold Coast,11.839,56.9295
2024-05-01,Cairns,8.7853,55.1779
2024-05-02,Gold Coast,3.6878,46.7485
2024-05-02,Whitsunday,3.4782,65.5217
2024-05-02,Noosa,4.1205,66.0035
2024-05-02,Cairns,3.9967,47.5064
2024-05-03,Whitsunday,3.1568,67.3333
2024-05-03,Gold Coast,3.2159,54.9265
2024-05-03,Cairns,3.5702,41.0881
2024-05-03,Noosa,3.9714,54.8133
2024-05-04,Gold Coast,2.849,44.0158
2024-05-04,Cairns,4.2052,42.5366
2024-05-04,Whitsunday,3.4099,50.6024
2024-05-04,Noosa,2.4322,45.6845
2024-05-05,Noosa,3.9272,37.56
2024-05-05,Gold Coast,5.0837,31.3225
2024-05-05,Cairns,3.7564,38.737
2024-05-05,Whitsunday,4.1854,46.0322
2024-05-06,Whitsunday,4.0704,39.169
2024-05-06,Noosa,4.5762,36.6524
2024-05-06,Cairns,5.1545,35.403
2024-05-06,Gold Coast,5.4489,39.5519
2024-05-07,Gold Coast,3.2629,14.4508
2024-05-07,Cairns,2.2634,18.8031
2024-05-07,Whitsunday,1.9607,14.7411
2024-05-07,Noosa,2.483,15.7282
2024-05-08,Whitsunday,2,28.0426
2024-05-08,Noosa,2.0099,15.9784
2024-05-08,Cairns,2.7777,24.0341
2024-05-08,Gold Coast,2.4558,11.9929
2024-05-09,Gold Coast,2.48,19.9399
2024-05-09,Noosa,3.7896,24.5704
2024-05-09,Cairns,2.3575,19.8316
2024-05-09,Whitsunday,2.928,28.084
2024-05-10,Noosa,2.5495,28.5185
2024-05-10,Cairns,3.5217,29.9897
2024-05-10,Whitsunday,3.1896,31.1637
2024-05-10,Gold Coast,3.6515,25.1411
2024-05-11,Whitsunday,2.6288,31.4279
2024-05-11,Noosa,2.4481,22.0662
2024-05-11,Gold Coast,4.1924,20.0531
2024-05-11,Cairns,3.8826,25.929
2024-05-12,Noosa,3.4558,19.5612
2024-05-12,Gold Coast,3.4401,21.8803
2024-05-12,Cairns,3.8891,22.5864
2024-05-12,Whitsunday,4.2294,32.5
2024-05-13,Cairns,3.6376,23.7044
2024-05-13,Whitsunday,2.9429,26.6973
2024-05-13,Noosa,3.1775,23.0315
2024-05-13,Gold Coast,3.8767,21.361
2024-05-14,Whitsunday,1.8895,15.5337
2024-05-14,Gold Coast,2.7383,15.6397
2024-05-14,Noosa,2.4106,13.4593
2024-05-14,Cairns,3.167,24.1744
2024-05-15,Noosa,2.3976,25.4214
2024-05-15,Whitsunday,2.5266,33.7633
2024-05-15,Cairns,3.7253,39.2795
2024-05-15,Gold Coast,3.1616,27.6588
2024-05-16,Noosa,2.9922,48.2239
2024-05-16,Whitsunday,3.2026,47.8823
2024-05-16,Cairns,3.6415,38.4075
2024-05-16,Gold Coast,4.4034,53.6208
2024-05-17,Noosa,3.0368,43.3857
2024-05-17,Gold Coast,3.2992,45.7104
2024-05-17,Cairns,4.1193,37.8271
2024-05-17,Whitsunday,2.5856,61.8121
2024-05-18,Cairns,4.7387,47.9279
2024-05-18,Whitsunday,3.6551,54.4597
2024-05-18,Noosa,3.5673,47.0204
2024-05-18,Gold Coast,3.1546,40.4887
2024-05-19,Whitsunday,5.0705,70.6941
2024-05-19,Cairns,5.8798,58.4519
2024-05-19,Gold Coast,5.4139,45.4756
2024-05-19,Noosa,4.4941,59.75
2024-05-20,Noosa,4.8693,38.1936
2024-05-20,Whitsunday,5.7641,49.5754
2024-05-20,Gold Coast,7.6206,45.4779
2024-05-20,Cairns,4.3287,41.4463
2024-05-21,Whitsunday,3.712,36.976
2024-05-21,Cairns,3.6133,32.4933
2024-05-21,Noosa,3.2274,22.032
2024-05-21,Gold Coast,3.6032,27.0319
2024-05-22,Noosa,2.9877,41.6533
2024-05-22,Whitsunday,3.7591,48
2024-05-22,Gold Coast,3.4939,31.0342
2024-05-22,Cairns,3.8602,38.3897
2024-05-23,Gold Coast,3.8601,37.0349
2024-05-23,Whitsunday,3.2651,55.2803
2024-05-23,Cairns,3.2441,44.7714
2024-05-23,Noosa,3.4615,67.1538
2024-05-24,Cairns,3.9043,45.5
2024-05-24,Whitsunday,2.9056,57.1257
2024-05-24,Gold Coast,2.951,36.772
2024-05-24,Noosa,3.0476,100.9496
2024-05-25,Whitsunday,2.7266,32.2949
2024-05-25,Gold Coast,3.1829,36.5565
2024-05-25,Noosa,4.5765,44.6396
2024-05-25,Cairns,3.6337,38.2877
2024-05-26,Cairns,3.6067,29.5617
2024-05-26,Gold Coast,4.1305,31.4478
2024-05-26,Noosa,7.53,36.1966
2024-05-26,Whitsunday,3.0245,39.418
2024-05-27,Gold Coast,4.5912,32.6054
2024-05-27,Cairns,3.8655,34.577
2024-05-27,Noosa,6.5312,38.0833
2024-05-27,Whitsunday,3,36.819
2024-05-28,Cairns,4,37.8604
2024-05-28,Whitsunday,6.3098,46
2024-05-28,Gold Coast,4.9866,35.5548
2024-05-28,Noosa,4.2687,37.0375
2024-05-29,Noosa,3.9824,48.3684
2024-05-29,Whitsunday,2.875,37.9903
2024-05-29,Gold Coast,3.6424,29.4881
2024-05-29,Cairns,3.8745,37.9176
2024-05-30,Gold Coast,3.6836,32.4519
2024-05-30,Noosa,3.7216,69.8205
2024-05-30,Cairns,5.225,46.7571
2024-05-30,Whitsunday,3.099,38.7837
2024-05-31,Cairns,4.9365,47.3487
2024-05-31,Gold Coast,3.5201,36.9152
2024-05-31,Noosa,3.881,65.8689
2024-05-31,Whitsunday,4.0773,63.9502
2024-06-01,Whitsunday,8.9553,56.4553
2024-06-01,Gold Coast,8.007,46.0511
2024-06-01,Noosa,10.284,65.6724
2024-06-01,Cairns,9.8414,51.0317
2024-06-02,Whitsunday,3.9279,47.9099
2024-06-02,Gold Coast,6.3091,34.8313
2024-06-02,Noosa,4.7899,31.0136
2024-06-02,Cairns,5.2118,41.302
2024-06-03,Noosa,6.3728,37.3596
2024-06-03,Whitsunday,8.7254,56.1176
2024-06-03,Cairns,3.847,45.3955
2024-06-03,Gold Coast,6.2319,35.9742
2024-06-04,Gold Coast,4.1681,34.9928
2024-06-04,Whitsunday,3.1369,33.8904
2024-06-04,Noosa,4.24,33.2914
2024-06-04,Cairns,4.2888,45.9333
2024-06-05,Gold Coast,4.0423,42.1234
2024-06-05,Whitsunday,4.4215,58.3627
2024-06-05,Cairns,4.4411,42.886
2024-06-05,Noosa,3.6542,35.7606
2024-06-06,Noosa,4.2023,44.865
2024-06-06,Whitsunday,4.1081,79.3963
2024-06-06,Gold Coast,3.8435,46.0255
2024-06-06,Cairns,3.5088,57.4134
2024-06-07,Cairns,3.3829,45.8787
2024-06-07,Whitsunday,3.567,69.5426
2024-06-07,Gold Coast,3.3095,42.619
2024-06-07,Noosa,3.5861,46.5833
2024-06-08,Noosa,4.4187,43.625
2024-06-08,Gold Coast,3.5295,35.0052
2024-06-08,Cairns,4.35,43.4406
2024-06-08,Whitsunday,3.9246,46.1027
2024-06-09,Cairns,5.306,46.6583
2024-06-09,Whitsunday,3.8269,60.5096
2024-06-09,Noosa,4.0975,29.1024
2024-06-09,Gold Coast,4.958,43.2459
2024-06-10,Gold Coast,5.7087,42.681
2024-06-10,Cairns,4.1023,48.3105
2024-06-10,Whitsunday,3.5344,49.181
2024-06-10,Noosa,5.6076,43.8653
2024-06-11,Noosa,3.701,36.5108
2024-06-11,Gold Coast,4.4657,39.8818
2024-06-11,Cairns,4.5375,51.8083
2024-06-11,Whitsunday,4.0632,53.1139
2024-06-12,Cairns,4.8447,66.988
2024-06-12,Gold Coast,3.7735,40.0807
2024-06-12,Whitsunday,4.1555,46.0222
2024-06-12,Noosa,5.7878,32.5454
2024-06-13,Noosa,3.617,45.8723
2024-06-13,Whitsunday,7.416,60.136
2024-06-13,Cairns,3.9709,75.6147
2024-06-13,Gold Coast,3.6247,36.7364
2024-06-14,Cairns,3.7654,71.8592
2024-06-14,Noosa,3.4182,44.1994
2024-06-14,Whitsunday,3.2267,51.279
2024-06-14,Gold Coast,3.3753,38.0013
2024-06-15,Cairns,3.9637,55.9782
2024-06-15,Gold Coast,3.525,33.6824
2024-06-15,Noosa,3.9291,34.0626
2024-06-15,Whitsunday,3.4166,54.6893
2024-06-16,Noosa,5.3372,33.6039
2024-06-16,Gold Coast,4.155,36.219
2024-06-16,Whitsunday,4.303,46.2878
2024-06-16,Cairns,5.0034,45.1358
2024-06-17,Noosa,3.8653,27.516
2024-06-17,Gold Coast,5.6202,37.346
2024-06-17,Whitsunday,5.5042,48.6239
2024-06-17,Cairns,4.7366,37.7781
2024-06-18,Whitsunday,3.5164,60.4835
2024-06-18,Noosa,4.2272,32.2443
2024-06-18,Gold Coast,4.1636,43.1282
2024-06-18,Cairns,4.3693,52.2012
2024-06-19,Gold Coast,4.0801,43.78
2024-06-19,Whitsunday,3.1834,43.9541
2024-06-19,Noosa,3.3262,34.8609
2024-06-19,Cairns,3.6657,42.2747
2024-06-20,Whitsunday,3.7573,58.3823
2024-06-20,Noosa,3.6465,43.8
2024-06-20,Cairns,4.5953,43.5693
2024-06-20,Gold Coast,3.9813,39.9689
2024-06-21,Noosa,4.0055,44.4297
2024-06-21,Whitsunday,5.53,62.2677
2024-06-21,Gold Coast,3.6815,40.3472
2024-06-21,Cairns,4.0822,53.2904
2024-06-22,Gold Coast,3.5783,42.2709
2024-06-22,Whitsunday,4,52.9459
2024-06-22,Noosa,4.1639,41.7704
2024-06-22,Cairns,4,64.1207
2024-06-23,Noosa,4.0238,36.746
2024-06-23,Cairns,4.8814,57.1945
2024-06-23,Gold Coast,4.7673,38.4215
2024-06-23,Whitsunday,4.1869,52.6585
2024-06-24,Cairns,4.3814,56.2479
2024-06-24,Noosa,3.8048,46.1056
2024-06-24,Whitsunday,3.4615,44.9743
2024-06-24,Gold Coast,4.4638,36.6524
2024-06-25,Noosa,4.8695,37.6908
2024-06-25,Gold Coast,3.5755,32.2544
2024-06-25,Cairns,4.4672,49.8598
2024-06-25,Whitsunday,3.0555,43.5416
2024-06-26,Gold Coast,4.3772,36.3821
2024-06-26,Noosa,4.3577,43.4082
2024-06-26,Whitsunday,3.1944,47.5462
2024-06-26,Cairns,4.0968,53.7236
2024-06-27,Cairns,4.3841,71.5621
2024-06-27,Whitsunday,3.8132,67.4759
2024-06-27,Noosa,3.8175,45.5839
2024-06-27,Gold Coast,4.1447,36.6237
2024-06-28,Gold Coast,3.1855,36.806
2024-06-28,Whitsunday,3.2126,62.1264
2024-06-28,Cairns,3.9456,60.6603
2024-06-28,Noosa,3.3074,40.1443
2024-06-29,Gold Coast,3.4251,32.909
2024-06-29,Noosa,4.2507,55.2857
2024-06-29,Whitsunday,3.7552,57.6713
2024-06-29,Cairns,4.3455,65.4293
2024-06-30,Whitsunday,4.6645,76.0451
2024-06-30,Gold Coast,4.9221,37.3291
2024-06-30,Noosa,6.1609,65.1455
2024-06-30,Cairns,4.4704,75.6639
2024-07-01,Noosa,8.8808,70.5429
2024-07-01,Cairns,8.2925,84.2336
2024-07-01,Whitsunday,5.6887,79.8278
2024-07-01,Gold Coast,9.6957,52.5443
2024-07-02,Gold Coast,4.9544,44.7968
2024-07-02,Noosa,5.3853,50.8119
2024-07-02,Cairns,4.1768,63.3689
2024-07-02,Whitsunday,3.7258,64.508
2024-07-03,Noosa,4.4696,65.3068
2024-07-03,Gold Coast,3.684,43.358
2024-07-03,Whitsunday,3.8442,71.0081
2024-07-03,Cairns,4.5169,72.3135
2024-07-04,Cairns,4.6153,69.4985
2024-07-04,Whitsunday,4.1942,71.3597
2024-07-04,Noosa,4.0658,55.1356
2024-07-04,Gold Coast,3.6451,67.4025
2024-07-05,Gold Coast,3.1843,85.0335
2024-07-05,Whitsunday,3.8203,68.75
2024-07-05,Noosa,3.862,52.0402
2024-07-05,Cairns,4.26,68.6742
2024-07-06,Whitsunday,4.0584,85.3961
2024-07-06,Gold Coast,3.8924,70.8787
2024-07-06,Cairns,4.6923,79.0056
2024-07-06,Noosa,3.5186,61.3385
2024-07-07,Whitsunday,4.6969,75.6136
2024-07-07,Noosa,5.5601,59.0526
2024-07-07,Gold Coast,8.6792,53.5171
2024-07-07,Cairns,5.9302,66.2209
2024-07-08,Whitsunday,5.234,58.7801
2024-07-08,Cairns,5.4005,70.7434
2024-07-08,Noosa,6.2516,56.5794
2024-07-08,Gold Coast,8.9349,47.9444
2024-07-09,Whitsunday,5.552,70.8125
2024-07-09,Noosa,4.1441,47.6419
2024-07-09,Gold Coast,5.6176,39.5333
2024-07-09,Cairns,5.5643,72.0614
2024-07-10,Cairns,4.4926,69.1436
2024-07-10,Noosa,4.2967,47.4688
2024-07-10,Gold Coast,5.6739,40.7107
2024-07-10,Whitsunday,4.2262,55.8102
2024-07-11,Gold Coast,5.234,41.0075
2024-07-11,Whitsunday,3.7677,61.0451
2024-07-11,Noosa,5.172,58.04
2024-07-11,Cairns,4.4261,59.6601
2024-07-12,Gold Coast,3.6045,37.8916
2024-07-12,Whitsunday,3.0127,68.2802
2024-07-12,Cairns,3.7567,62.3857
2024-07-12,Noosa,5.0244,57.3105
2024-07-13,Cairns,5.1882,69.4254
2024-07-13,Whitsunday,4.3643,59.8914
2024-07-13,Gold Coast,4.2927,39.9618
2024-07-13,Noosa,5.0865,61.5582
2024-07-14,Noosa,5.1317,55.6655
2024-07-14,Cairns,4.7303,63.4685
2024-07-14,Gold Coast,4.5542,39.0871
2024-07-14,Whitsunday,4.9389,64.9847
2024-07-15,Gold Coast,6.3591,40.159
2024-07-15,Noosa,6.6116,56.4862
2024-07-15,Whitsunday,5.0921,78.7304
2024-07-15,Cairns,4.9464,59.9489
2024-07-16,Gold Coast,4.877,39.0931
2024-07-16,Noosa,4.3224,43.2081
2024-07-16,Cairns,4.1294,55.4029
2024-07-16,Whitsunday,4.1764,51.6638
2024-07-17,Whitsunday,3.8409,64.9924
2024-07-17,Noosa,5.3957,42.0812
2024-07-17,Gold Coast,4.5665,37.9946
2024-07-17,Cairns,4.5592,55.8632
2024-07-18,Cairns,4.037,54.0899
2024-07-18,Noosa,2.9051,57.0703
2024-07-18,Gold Coast,4.0938,35.6798
2024-07-18,Whitsunday,3.7245,56.4251
2024-07-19,Gold Coast,3.0119,36.7017
2024-07-19,Cairns,3.3686,53.9166
2024-07-19,Whitsunday,3.5903,66.6204
2024-07-19,Noosa,4.4862,52.0723
2024-07-20,Noosa,3.4551,42.8513
2024-07-20,Gold Coast,4.4655,34.0706
2024-07-20,Cairns,4.7956,59
2024-07-20,Whitsunday,3.7459,57.2648
2024-07-21,Noosa,5.0538,54.101
2024-07-21,Whitsunday,4,67.2878
2024-07-21,Gold Coast,5.6169,38.6495
2024-07-21,Cairns,4.6569,53.9656
2024-07-22,Noosa,7.1037,66.6195
2024-07-22,Whitsunday,3.8493,51.5958
2024-07-22,Gold Coast,6.6179,46.4457
2024-07-22,Cairns,5.8091,58.748
2024-07-23,Noosa,4.2276,41.5243
2024-07-23,Cairns,4.9279,58.1891
2024-07-23,Gold Coast,4.531,39.4431
2024-07-23,Whitsunday,3.3615,50.223
2024-07-24,Gold Coast,4.6148,45.273
2024-07-24,Noosa,4.8027,51.7522
2024-07-24,Cairns,4.591,57.1313
2024-07-24,Whitsunday,4.3311,62.2715
2024-07-25,Cairns,3.9871,58.7139
2024-07-25,Gold Coast,4.328,42.7917
2024-07-25,Whitsunday,3.6062,73.7812
2024-07-25,Noosa,3.9301,51.658
2024-07-26,Gold Coast,3.8713,41.4099
2024-07-26,Whitsunday,2.8072,83
2024-07-26,Cairns,3.6728,57.8747
2024-07-26,Noosa,3.3555,58.4345
2024-07-27,Whitsunday,3.6778,61.5503
2024-07-27,Cairns,4.3065,59.3095
2024-07-27,Noosa,3.9155,53.7694
2024-07-27,Gold Coast,4.3542,41.5951
2024-07-28,Noosa,4.4214,52.9321
2024-07-28,Whitsunday,3.4796,47.7317
2024-07-28,Gold Coast,5.3646,36.4311
2024-07-28,Cairns,4.905,50.5118
2024-07-29,Whitsunday,3.3611,56.2291
2024-07-29,Noosa,4.2213,54.4312
2024-07-29,Gold Coast,4.7054,38.4096
2024-07-29,Cairns,4.9275,55.2825
2024-07-30,Noosa,4.9707,70.6097
2024-07-30,Whitsunday,6.2164,58.5567
2024-07-30,Cairns,4.4668,68.894
2024-07-30,Gold Coast,4.6116,35.6532
2024-07-31,Gold Coast,4.9435,38.1997
2024-07-31,Whitsunday,5.0086,63.8086
2024-07-31,Noosa,5.8,56.3531
2024-07-31,Cairns,4.6231,62.2789
2024-08-01,Noosa,9.3403,75.3825
2024-08-01,Cairns,7.0769,76.4292
2024-08-01,Gold Coast,8.7527,49.8365
2024-08-01,Whitsunday,4.1864,78.0903
2024-08-02,Noosa,3.9528,68.9685
2024-08-02,Gold Coast,3.4213,41.691
2024-08-02,Whitsunday,3.0497,83.4726
2024-08-02,Cairns,4.3233,66.6812
2024-08-03,Whitsunday,3.517,84.3741
2024-08-03,Noosa,5.3655,60.8279
2024-08-03,Gold Coast,4.0347,37.542
2024-08-03,Cairns,4.2267,65.6133
2024-08-04,Cairns,4.8881,52.9161
2024-08-04,Gold Coast,4.892,36.6835
2024-08-04,Noosa,4.3391,45.7086
2024-08-04,Whitsunday,4.8653,62.8589
2024-08-05,Whitsunday,4.326,74.9057
2024-08-05,Cairns,5.2109,53.427
2024-08-05,Gold Coast,4.2835,38.7658
2024-08-05,Noosa,5.8842,55.6818
2024-08-06,Noosa,5.5208,55.9791
2024-08-06,Whitsunday,3.6237,54.1782
2024-08-06,Gold Coast,4.1781,33.9962
2024-08-06,Cairns,4.2102,52.3333
2024-08-07,Noosa,4.0994,56.4712
2024-08-07,Whitsunday,3.7727,85.0606
2024-08-07,Gold Coast,4.8211,40.0496
2024-08-07,Cairns,4.7218,53.3843
2024-08-08,Cairns,3.9631,53.813
2024-08-08,Noosa,4.3372,46.5058
2024-08-08,Gold Coast,3.7801,35.3118
2024-08-08,Whitsunday,3.7426,82.4152
2024-08-09,Cairns,3.8402,55.6093
2024-08-09,Noosa,3.6698,50.2264
2024-08-09,Gold Coast,3.4581,37.392
2024-08-09,Whitsunday,2.8956,69.5329
2024-08-10,Gold Coast,3.3303,37.7255
2024-08-10,Noosa,3.6389,49.9656
2024-08-10,Whitsunday,3.3901,71.8846
2024-08-10,Cairns,4.6966,51.7687
2024-08-11,Whitsunday,3.2435,74.2371
2024-08-11,Gold Coast,4.7486,37.3354
2024-08-11,Noosa,4.0485,45.3805
2024-08-11,Cairns,3.5364,50.5539
2024-08-12,Whitsunday,5.0993,65.5652
2024-08-12,Noosa,5.0211,57.5105
2024-08-12,Cairns,4.525,53.0075
2024-08-12,Gold Coast,4.1776,40.9522
2024-08-13,Cairns,4.9164,55.1509
2024-08-13,Whitsunday,4.1574,53.37
2024-08-13,Noosa,4.725,43.5338
2024-08-13,Gold Coast,4.1209,35.8368
2024-08-14,Whitsunday,3.1192,70.7086
2024-08-14,Cairns,3.9185,50.491
2024-08-14,Noosa,3.8698,46.6698
2024-08-14,Gold Coast,4.2133,42.7322
2024-08-15,Noosa,4.5674,52.4982
2024-08-15,Gold Coast,3.6953,55.1688
2024-08-15,Whitsunday,4,108.0118
2024-08-15,Cairns,4.765,51.7125
2024-08-16,Cairns,5.2149,52.9929
2024-08-16,Noosa,3.0426,48.6165
2024-08-16,Gold Coast,3.1717,62.746
2024-08-16,Whitsunday,4.5842,101.7885
2024-08-17,Whitsunday,4.6854,79.0093
2024-08-17,Cairns,4.4297,53.8319
2024-08-17,Gold Coast,3.6523,43.8134
2024-08-17,Noosa,3.441,36.4606
2024-08-18,Gold Coast,4.6846,41.8775
2024-08-18,Noosa,4.9649,40.9368
2024-08-18,Whitsunday,4.5793,55.4841
2024-08-18,Cairns,4.2,54
2024-08-19,Noosa,5.7907,48.0248
2024-08-19,Whitsunday,4.2978,49.2624
2024-08-19,Gold Coast,6.9028,44.3935
2024-08-19,Cairns,4.2411,50.5609
2024-08-20,Whitsunday,3.726,52.7671
2024-08-20,Cairns,4.4492,55.6769
2024-08-20,Gold Coast,4.7113,38.4007
2024-08-20,Noosa,4.05,43.4045
2024-08-21,Noosa,3.0366,42.652
2024-08-21,Gold Coast,4.3109,41.0483
2024-08-21,Cairns,4.1407,56.2111
2024-08-21,Whitsunday,3.2027,56.1748
2024-08-22,Noosa,3.8561,52.5122
2024-08-22,Cairns,4.8075,59.0728
2024-08-22,Whitsunday,3.4285,73.55
2024-08-22,Gold Coast,3.3317,42.0993
2024-08-23,Gold Coast,3.2765,41.2059
2024-08-23,Noosa,3.2736,57.7661
2024-08-23,Whitsunday,3.401,68.3901
2024-08-23,Cairns,4.1548,54.7904
2024-08-24,Whitsunday,3.9925,64.0671
2024-08-24,Gold Coast,3.3755,38.4295
2024-08-24,Cairns,4.6358,52.8505
2024-08-24,Noosa,3.4321,57.4357
2024-08-25,Cairns,4.0325,53.5016
2024-08-25,Gold Coast,4.2722,42.8561
2024-08-25,Noosa,4.4067,40.7985
2024-08-25,Whitsunday,3.3557,59.5503
2024-08-26,Cairns,4.9476,50.5289
2024-08-26,Noosa,4.8661,47.6431
2024-08-26,Whitsunday,4.2318,64.9637
2024-08-26,Gold Coast,4.8401,43.8046
2024-08-27,Noosa,6.0597,39.6268
2024-08-27,Gold Coast,4.9658,44.1261
2024-08-27,Cairns,5.0844,54.8961
2024-08-27,Whitsunday,2.9619,62.5142
2024-08-28,Noosa,3.6541,37.1916
2024-08-28,Cairns,4.7919,47.0155
2024-08-28,Gold Coast,4.0581,39.5754
2024-08-28,Whitsunday,3.3983,77.4067
2024-08-29,Whitsunday,3.3821,68.898
2024-08-29,Noosa,4.3017,55.3477
2024-08-29,Cairns,4.1192,63.9143
2024-08-29,Gold Coast,4.0713,40.0133
2024-08-30,Gold Coast,3.2994,40.2783
2024-08-30,Cairns,3.5683,42.6005
2024-08-30,Noosa,3.3887,49.6798
2024-08-30,Whitsunday,3.4114,75.0625
2024-08-31,Whitsunday,3.9096,55.012
2024-08-31,Cairns,4.4078,51.0726
2024-08-31,Noosa,3.9638,51.8072
2024-08-31,Gold Coast,4.1665,43.6536